Image,FPS_RadialSum,FPS_AngularSum,Label
10_1.jpg,72015.65529165053,16196.747596289715,dry
10_10.jpg,74377.97530147394,15875.074449733562,dry
10_11.jpg,73158.33160479457,16391.504787128557,dry
10_12.jpg,75567.24185642271,16383.596226942971,dry
10_13.jpg,73183.47726255679,15073.178628859276,dry
10_14.jpg,73456.5418464295,15889.424121257773,dry
10_15.jpg,73418.52949186262,16341.945324366478,dry
10_16.jpg,71598.4700642729,16049.792385715877,dry
10_17.jpg,74085.9243184856,15048.111004036076,dry
10_18.jpg,74359.2393594182,15905.257724753577,dry
10_19.jpg,74027.02272011046,14890.60075050841,dry
10_2.jpg,74375.2324565583,15697.820936770704,dry
10_20.jpg,74640.22286711853,14901.77518670175,dry
10_21.jpg,73115.30807315165,15189.606354462965,dry
10_22.jpg,73858.36504262031,14350.232660599386,dry
10_23.jpg,73984.98726509347,15198.20850103859,dry
10_24.jpg,71033.90461729496,15756.970184063253,dry
10_25.jpg,74622.28891119205,14727.043085256457,dry
10_26.jpg,72464.38137768387,16062.148364283341,dry
10_27.jpg,75298.74421014189,15520.161121465524,dry
10_28.jpg,74670.4759029492,15201.187617474716,dry
10_29.jpg,74411.12151287294,15722.504549079746,dry
10_3.jpg,75773.89229318203,15679.916860888485,dry
10_30.jpg,73107.85480689643,15570.837619910657,dry
10_31.jpg,75266.51582023376,15349.04353002031,dry
10_32.jpg,74373.19542605303,15709.076649796023,dry
10_33.jpg,72160.32259028185,16759.635745339405,dry
10_34.jpg,74100.35422876701,14875.221790034202,dry
10_35.jpg,73953.35769860566,15228.66432305785,dry
10_36.jpg,75269.14702925124,16098.645661158633,dry
10_37.jpg,73084.40538803974,15206.170587523835,dry
10_38.jpg,74596.8160038768,15538.971065625077,dry
10_39.jpg,76194.21673528472,16117.327358557828,dry
10_4.jpg,73601.75103737343,15274.930843515027,dry
10_40.jpg,75245.50230881605,15659.762943541535,dry
10_5.jpg,74000.49182155538,16261.331948194618,dry
10_6.jpg,74383.04166581755,16285.916620260688,dry
10_7.jpg,75535.10526085702,15887.491430203563,dry
10_8.jpg,76149.18248394343,15070.979698717887,dry
