Image,GLCM_ASM_Mean,GLCM_Contrast_Mean,GLCM_Correlation_Mean,GLCM_SumOfSquaresVariance_Mean,GLCM_InverseDifferenceMoment_Mean,GLCM_SumAverage_Mean,GLCM_SumVariance_Mean,GLCM_SumEntropy_Mean,GLCM_Entropy_Mean,GLCM_DifferenceVariance_Mean,GLCM_DifferenceEntropy_Mean,GLCM_Information1_Mean,GLCM_Information2_Mean,GLCM_MaximalCorrelationCoefficient_Mean,GLCM_ASM_Range,GLCM_Contrast_Range,GLCM_Correlation_Range,GLCM_SumOfSquaresVariance_Range,GLCM_InverseDifferenceMoment_Range,GLCM_SumAverage_Range,GLCM_SumVariance_Range,GLCM_SumEntropy_Range,GLCM_Entropy_Range,GLCM_DifferenceVariance_Range,GLCM_DifferenceEntropy_Range,GLCM_Information1_Range,GLCM_Information2_Range,GLCM_MaximalCorrelationCoefficient_Range,Label
12_1.jpg,0.0002937129539857295,207.70354103874467,0.891278908738406,955.0742738402706,0.11979803849836915,236.36670791016198,3612.593554322332,7.914622269627979,12.510495088659566,0.00019090387507094534,4.698161104184856,-0.20010627365500022,0.963771700046195,5.85007262472825,0.00019277260799016008,235.00432269912005,0.12292259485727797,2.658370237586496,0.08485468119056552,1.9283708397449004,233.36738961884112,0.034115336022545684,1.0019031498231818,0.00013951309990176914,1.05047293641553,0.1440596554358712,0.050776510331152824,1.200516779162756,dry
12_10.jpg,0.00025469982468412654,233.9390689941412,0.8861883147074653,1027.7152359423662,0.11019714068342595,246.49624181704465,3876.9218747753152,7.961083019210471,12.670597012228244,0.0001741757164171038,4.803417320774097,-0.18972611969790829,0.9587039994225239,6.097289474146502,0.00016595815682181152,262.62109405659464,0.12775575202264022,1.0500971098135778,0.08067334424758388,2.0015433380650336,261.07886850439536,0.03737329526254651,1.0140591309013054,0.0001301247449224574,1.0596877598653052,0.14484383614909907,0.05886838922656368,1.2559791921514076,dry
12_11.jpg,0.0002458304457557751,224.83657766716502,0.8935621538136703,1056.123969373761,0.11215150077472476,235.82507181535314,3999.6592998278725,7.989970480281989,12.672913309319709,0.00018718469136408354,4.7701254171976615,-0.19709122883375768,0.9627438065809402,5.932071778741624,0.00018075162096175792,250.52810167261822,0.1185760790400382,0.6888041306865489,0.08864324427949341,2.0232387440605066,248.94254508622544,0.039524198905422914,1.0554196120591435,0.00014724345726919633,1.0927448990877116,0.1500947585981032,0.05270481198038557,1.2592138505295978,dry
12_12.jpg,0.00027366873602552706,207.027002879692,0.8989759041833606,1024.5633655568988,0.11904981773820432,233.06160425920072,3891.2264593478944,7.950672011301861,12.558017403750158,0.00019597488295781194,4.710919621409659,-0.20216423063279682,0.9654587178970391,5.943421114791021,0.00017624824432805564,228.99558279614592,0.11170470299267987,2.727971347148923,0.08395305252420278,2.02338854951779,230.62603303532524,0.031628523690272914,0.942705001598533,0.00013254899816283764,0.9780939799071469,0.13502168604517584,0.04874656451203163,1.192690796817013,dry
12_13.jpg,0.0002595905383621234,228.96613227396102,0.8872477306353956,1015.1562698431189,0.11631643498248484,242.33973941128826,3831.6589470985073,7.953990561995839,12.635524517339348,0.00017793723415249668,4.786507335452135,-0.1928239986076297,0.9606212152239257,6.028577463302721,0.00017938754958502284,248.48140463972047,0.12222161967431822,4.473445243136666,0.08719602518036361,1.9089398976497307,247.84600589671754,0.03548403531014621,0.9143728218535117,0.0001284341698901063,0.9743908299127426,0.1307298193049384,0.0527783116698044,1.2392593308633488,dry
12_14.jpg,0.00023641051724594429,233.62132135503705,0.9020005254399374,1191.9364791643036,0.11129103464886905,235.537555848821,4534.124595302173,8.087311680078773,12.802336456433597,0.00017276699751092892,4.814491588568237,-0.20197005086853995,0.9670083542414437,6.124810437571968,0.00016927865330944992,237.89998314947056,0.09977540370727811,0.9729407064332918,0.08823504910225761,2.117500170842476,236.27888409970183,0.031877941743951865,0.8990388564484864,0.00013013799984293209,0.9323632627010783,0.12617107143900086,0.04263639808148145,1.5126049534141197,dry
12_15.jpg,0.0002663759033299296,214.75045169585582,0.8923023544842523,997.0409724966835,0.11526057676679889,240.841386669144,3773.4134382908746,7.955078680775328,12.602215597159535,0.0001823295889437951,4.747679622231904,-0.19775109070086588,0.9630444658782433,5.939128096252203,0.0001909219748361063,229.9383300318623,0.11533312959160169,0.7425978408591618,0.09004898826452802,2.002146909233062,230.74735103941202,0.03842727762173581,0.9419954502510901,0.00013715047288860184,0.9729950458749919,0.13477647646959004,0.051173611142501185,1.2456521456182097,dry
12_16.jpg,0.0002530758565056229,228.42368236271173,0.8823461616476437,970.7690169001372,0.11226718177307247,229.85587334999943,3654.6523852378323,7.943334508310167,12.648564296536374,0.00017685827210883265,4.791009334410339,-0.1891168148999777,0.9576142077277096,5.98226197166502,0.00019284035852223661,249.32845279906755,0.12846202294497688,1.890033559737276,0.09382284099644396,2.087078960398685,248.39690679856722,0.041996293025150955,0.9692303944246063,0.0001451028788443054,1.0031022302706223,0.13871067775271548,0.05827422708066021,1.3068482343440628,dry
12_17.jpg,0.00025834459965275636,229.10420254042702,0.8914029871905226,1054.8508620779842,0.11564810506370067,235.5835512241705,3990.2992457715013,7.994211386707797,12.67124870113701,0.00019146966777994602,4.775379572880348,-0.19763548858207153,0.9631819978341054,6.0338870284043935,0.0001760521871941317,270.23453653097556,0.12813111764148322,1.1189190668847004,0.08074504441513967,1.8039371522569922,271.3101121348227,0.03747488211945171,1.0977210049303618,0.000150604678752568,1.1230011106495743,0.15621422105797586,0.05266147584512204,1.4492005596833835,dry
12_18.jpg,0.00024852965927546017,219.63935098305137,0.9003124823035894,1101.48786447378,0.11829151391896606,235.79778368961678,4186.312106912062,8.022140887101408,12.662093655306235,0.00018487673093951526,4.737524463750875,-0.20579779951257857,0.9680773105182403,5.991748282411857,0.00016371711422172856,241.60194813902143,0.10956305377331499,2.419181929810293,0.08223201705064387,1.8255992337404336,237.85301949611312,0.031764683095111934,0.9926435753394625,0.00013553343249625465,1.050947834621189,0.1405228289395362,0.04311640032841313,1.3077863810985386,dry
