Image,FPS_RadialSum,FPS_AngularSum,Label
12_1.jpg,172092.45521669002,30452.336389906315,dry
12_10.jpg,178971.42374382197,33901.481142806275,dry
12_11.jpg,171543.72967118883,33609.29921638568,dry
12_12.jpg,169666.0187141642,32984.91208421129,dry
12_13.jpg,176793.00834272176,32195.708153612533,dry
12_14.jpg,172038.2549590404,35152.53612298518,dry
12_15.jpg,175225.044830066,31684.59585634342,dry
12_16.jpg,167270.64617703558,31162.68288988638,dry
12_17.jpg,172096.438575004,31142.463578323765,dry
12_18.jpg,172132.61950189975,33619.91150902438,dry
12_19.jpg,174029.0647673451,36206.29260533772,dry
12_2.jpg,170736.09404082544,33658.78920656773,dry
12_20.jpg,173377.41862497976,29372.710790947473,dry
12_21.jpg,178064.92581681348,32069.324291038087,dry
12_22.jpg,169610.23619603182,31288.3666342699,dry
12_23.jpg,168395.30400293838,33995.54254496435,dry
12_24.jpg,172485.96582685242,31681.05236265143,dry
12_25.jpg,177520.49026588243,33704.580357965344,dry
12_26.jpg,177461.46295636613,35163.89694149349,dry
12_27.jpg,173639.1058555766,32590.98200260046,dry
12_28.jpg,176558.6841768679,36800.62841232604,dry
12_29.jpg,180596.4859474605,34196.29535177011,dry
12_3.jpg,169652.2618231836,30338.473356547227,dry
12_30.jpg,172314.6412636322,32312.79528284117,dry
12_31.jpg,177203.3795350475,33033.81671444365,dry
12_32.jpg,172423.30563001405,30247.1589796596,dry
12_33.jpg,177048.11262282007,32969.80556135632,dry
12_34.jpg,174982.7616716135,34240.64900796879,dry
12_35.jpg,177318.52872319112,31910.643860524186,dry
12_36.jpg,172527.8165974058,30247.132571935796,dry
12_37.jpg,179057.45744516075,32380.87786799258,dry
12_38.jpg,173905.87380647633,32154.906317919784,dry
12_39.jpg,171835.05584687353,31908.04863722078,dry
12_4.jpg,173102.04548895732,34237.98307318033,dry
12_40.jpg,178610.9111312689,34192.16869037394,dry
12_5.jpg,174756.99231731496,33130.54452538687,dry
12_6.jpg,173751.73330434188,31910.61837063772,dry
12_7.jpg,172580.60037359624,33680.22214891474,dry
12_8.jpg,175941.2443530617,36069.53945934176,dry
12_9.jpg,174103.4104891388,29416.16651365284,dry
14_1.jpg,74728.80322398983,14010.54930529284,dry
14_10.jpg,73340.27748979552,14089.276021100233,dry
14_11.jpg,73066.10695276943,13143.586181781466,dry
14_12.jpg,73703.087850209,12864.235004323355,dry
14_13.jpg,72298.21983041549,12959.748748400436,dry
14_14.jpg,74215.68492530179,15202.986794705836,dry
14_15.jpg,72819.33008842559,13437.65230387331,dry
14_16.jpg,73867.16178078981,13454.48918123303,dry
14_17.jpg,75606.87342848147,13760.393934995103,dry
14_18.jpg,74474.92897092534,12986.223577482986,dry
14_19.jpg,71973.97811592076,13528.965157887478,dry
14_2.jpg,74497.8265423241,14298.658306849691,dry
14_20.jpg,73438.16365893457,12425.659649231571,dry
14_21.jpg,75504.13210548686,12789.356834277443,dry
14_22.jpg,73369.3050815672,14016.752686621701,dry
14_23.jpg,72895.52145051362,12600.128167279689,dry
14_24.jpg,73829.49505551344,14257.637041073813,dry
14_25.jpg,72505.38098067704,11434.435749569879,dry
14_26.jpg,76131.00008632598,12478.693618265563,dry
14_27.jpg,76099.4761267092,12335.058563137902,dry
14_28.jpg,74855.28639541626,12694.974164728537,dry
14_29.jpg,74833.82181426501,14357.049848484716,dry
14_3.jpg,74869.98221978302,14214.438184282615,dry
14_30.jpg,72920.68994819961,13205.418983784333,dry
14_31.jpg,73248.63553722634,13364.953679111337,dry
14_32.jpg,74664.72674826949,12049.546508306166,dry
14_33.jpg,72749.72929309886,12886.612077195658,dry
14_34.jpg,75496.44566689327,12533.310187389974,dry
14_35.jpg,74505.69208371907,12774.709359218316,dry
14_36.jpg,73534.78069012082,12926.880533963908,dry
14_37.jpg,74988.2136771423,14161.057807975834,dry
14_38.jpg,74107.87480897077,12555.722913385289,dry
14_39.jpg,72859.78101958784,11624.560939136942,dry
14_4.jpg,76706.44516765822,14258.552398451078,dry
14_40.jpg,74410.88006819523,12915.49724082307,dry
14_5.jpg,75072.0534380138,11820.290325396692,dry
14_6.jpg,71476.78315873652,13793.625398500812,dry
14_7.jpg,76555.10991853217,13437.191572592157,dry
14_8.jpg,73391.38879269572,12929.78371138222,dry
14_9.jpg,75435.63719199633,13595.037317107359,dry
3_1.jpg,174070.10142042124,33705.06599730453,dry
3_10.jpg,176511.67510627455,32767.563762567865,dry
3_11.jpg,175089.78235762203,32878.60136463014,dry
3_12.jpg,170454.98509991076,30595.390274103243,dry
3_13.jpg,179108.39253725696,32092.075997485656,dry
3_14.jpg,172907.18225832487,33372.764766882574,dry
3_15.jpg,168250.18456980595,33355.72671959285,dry
3_16.jpg,176277.35716543754,32006.372484351254,dry
3_17.jpg,172600.02501918425,31565.286040798164,dry
3_18.jpg,178702.92039691407,35913.94385102058,dry
3_19.jpg,179914.1825974723,34670.26831156081,dry
3_2.jpg,176261.42648294702,36552.38531175513,dry
3_20.jpg,176410.30842967227,32319.47926329309,dry
3_21.jpg,173363.48742419053,31636.21973472342,dry
3_22.jpg,174708.99318993566,34068.73361344336,dry
3_23.jpg,169920.7873084633,34044.94412850225,dry
3_24.jpg,172860.50884936168,36159.34641760714,dry
3_25.jpg,170587.78992602532,34338.33569858121,dry
3_26.jpg,173628.28902524553,33974.24840937218,dry
3_27.jpg,171115.99227544563,34672.22196456853,dry
3_28.jpg,170709.10926629882,32714.23413120969,dry
3_29.jpg,171653.506327868,35572.49797125496,dry
3_3.jpg,173045.29585132463,34712.84253190296,dry
3_30.jpg,167150.64246724668,34643.746680785975,dry
3_31.jpg,171269.37524131648,33733.53575634259,dry
3_32.jpg,180791.1572859257,35539.808091800034,dry
3_33.jpg,167140.87561345767,34652.30150359941,dry
3_34.jpg,171374.05562390652,36261.07710303037,dry
3_35.jpg,173052.71430874435,34567.357916421315,dry
3_36.jpg,173259.56587530958,34336.160092204096,dry
3_37.jpg,173838.14761690836,34154.652651321274,dry
3_38.jpg,172963.23021584176,35449.130214170764,dry
3_39.jpg,171370.3772730973,34068.673228826076,dry
3_4.jpg,173078.82233772142,31926.37392511069,dry
3_40.jpg,170175.64448283144,34841.23164247452,dry
3_5.jpg,175689.7728682553,31501.018703497295,dry
3_6.jpg,176839.22306749847,33006.2903908875,dry
3_7.jpg,175396.13198526314,33290.711699922336,dry
3_8.jpg,180664.67822396726,34909.88568599972,dry
3_9.jpg,175554.71860200915,31987.812759397082,dry
19_1.jpg,72575.2255592509,13644.68845097104,medium
19_10.jpg,74276.65501604597,12936.647874232143,medium
19_11.jpg,77016.1676480105,13033.81815431655,medium
19_12.jpg,75883.77280624627,14146.62343170035,medium
19_13.jpg,75594.57191641364,13099.374562956242,medium
19_14.jpg,74038.57334317644,13094.184230261984,medium
19_15.jpg,74606.43972174643,13602.18212269481,medium
19_16.jpg,73993.50139923184,12902.49709880966,medium
19_17.jpg,72595.3807548444,14085.33351566444,medium
19_18.jpg,76850.67106831408,14741.263944565044,medium
19_19.jpg,74434.11856793787,12651.570757749147,medium
19_2.jpg,75973.8853768942,12771.223408074824,medium
19_20.jpg,75542.43794692766,12923.49168137395,medium
19_21.jpg,72960.15272493567,12819.688205411172,medium
19_22.jpg,75787.68882111285,12173.444028576096,medium
19_23.jpg,75699.08545680363,13381.70853497415,medium
19_24.jpg,75201.19875086004,13038.249588298686,medium
19_25.jpg,75035.86203994116,13818.264496566973,medium
19_26.jpg,72976.21200008289,12260.831892835617,medium
